tweet_id,text,retweet_count,like_count
1514151406823000000,"#Rabies 🦠🐶 is a fatal disease that affects mammals, including humans. When symptoms appear, it could be ⭕️ 100% fatal ⭕️ without access to proper treatment.

LEARN MORE about this deadly disease 👉 https://t.co/GYe5pVMCX7

#OneHealth https://t.co/dJyMEF7l4n",20,53
1513811705779970000,"⭕️ TEST YOUR KNOWLEDGE ⭕️

#Zoonoses 🦠 are diseases that can be passed on from animals to humans, and vice versa.

Can you name some zoonotic #diseases you know?

#OneHealth https://t.co/HCwZol2bgQ",20,50
1513415395541140000,"Using 💉 #antibiotics 💉 prudently in animal production = protecting animal health and welfare = providing safe food for the world .

#OneHealth https://t.co/IpJ1RFrkS8",45,117
1513170170654650000,"#AnimalHealth 🐄🐖🐓🦐🦍 is essential to our future. By recognising this and collaborating across sectors, we’re building a #HealthierTomorrow with our #OneHealth partners.

Animal health is our health. It’s everyone’s health. https://t.co/cw1DCznlqZ",34,83
1512822745159110000,"Small reminder to appreciate our #pollinators 🌱🌿🍃!

#Bats 🦇 and #bees 🐝 are major pollinators and are critical for safeguarding #ecosystem health, benefitting the 🌏 whole planet 🌏 including humans and domesticated animals. #OneHealth https://t.co/BncelWXTqk",23,53
1512460397919580000,"Our #health depends on numerous interactions between animals 🐮, humans 👱 and the environment 🌿.

We’re working with our #OneHealth partners – across borders and disciplines – to address present and future global health challenges. 

#HealthierTomorrow https://t.co/AhRgSHpLFj",14,47
1512097964256280000,"As the 🌏 authority on #animalhealth, we work across borders to improve the health of animals &amp; our future, recognising that animal health impacts everyone’s health &amp; that our future's safety depends on it.

Discover our #OneHealth work 👉 https://t.co/kuI5cHU2lQ

#WorldHealthDay https://t.co/o4y71EO4KR",7,35
1512037582212890000,"How would you describe #OneHealth in emojis? 

🌍🐮 👨‍👩‍👧‍👧🌱🌳🤲 

#WorldHealthDay #HealthierTomorrow https://t.co/HWwLvyg8fY",19,58
1511984629007400000,"It's #WorldHealthDay! The impact of #animalhealth systems on humans, livelihoods &amp; ecosystems has never been more clear.

By monitoring animal diseases affecting pets, livestock, aquatic animals &amp; wildlife, we can address them before they become #publichealth threats. #OneHealth https://t.co/fVRFoZRUOV",35,60
1511750043430120000,"#Health comes from #RealFood #AnnamSarvaAushadhi #RealFood grows in #RealSoil with love &amp; care 
Our health &amp; health of the soil is #OneHealth ,connected through #biodiversity in #livingsoil ,biodiversity of plants ,biodiversity of our #gutmicrobiome 
#HealthySoils #HealthyPeople https://t.co/87V6zDI7Cw",26,81
1511622272183850000,"#ReadingNow I Today the joint strategic framework for collaboration on #AntimicrobialResistance between the World Organisation for Animal Health, @FAO, @UNEP &amp; @WHO was launched, marking a milestone in the collaborative #OneHealth response to #AMR. READ👉 https://t.co/hNt4y7O5Cd https://t.co/DmotiaqIIH",57,105
1509511957069580000,"Achieving optimal health outcomes means recognising the interconnection of animal and human health, along with that of their shared environment.

Through the #OneHealth approach, we’re working with partners across different sectors to tackle intricate global health risks. https://t.co/xn72mhF9Kf",19,55
1508845517702370000,"When we protect animal health, we protect jobs &amp; food security for MILLIONS of families who depend on livestock &amp; aquaculture.

That’s why we’re collaborating across sectors to develop effective animal health policies that consider these impacts. #OneHealth https://t.co/IrpLYUfEdY",17,63
1508794877068420000,"Intricate global health problems affecting people, animals and ecosystems are best tackled through multi-sectoral collaboration.

Learn how the #OneHealth approach is tackling interlinked medical, veterinary, environmental &amp; socio-economic challenges → https://t.co/kuI5cHU2lQ",13,31
1508065018184560000,"“The Soil’s Health is our Health:Why Organic Farming is vital for Health of the Planet and People” #OneHealth 
On 30th March at IIC I will share 4 decades of my research &amp; practice ⁦on the connections between biodiversity, soil and our health ⁦@NavdanyaBija⁩ ⁦ https://t.co/GRgarGVWPM",113,287
1507296294812930000,"Zoonotic #tuberculosis 🦠🐮 cannot be effectively addressed by one sector alone. A collaborative &amp; interdisciplinary approach is essential.

We’re working alongside our #OneHealth partners to prevent &amp; control outbreaks &amp; #EndTB by 2030. Learn how here 👉 https://t.co/H9wd8qzay2 https://t.co/IFhhI74f5m",32,70
1506579027775170000,"🐮 Bovine tuberculosis
🐶 Rabies
🦇 Ebola
And more.

What do these 🦠 animal diseases 🦠 have in common? They are all transmissible to humans, or more commonly known as #zoonoses.

Efforts to tackle them must address the impacts on both animal &amp; human health. #OneHealth https://t.co/BOipX3XbwQ",75,184
1504867550395620000,"This week, we formally expanded the Tripartite Alliance on #OneHealth into a Quadripartite with the inclusion of @UNEP, strengthening our capacity to address global health challenges across the human-animal-environment interface.
https://t.co/7mRfFUKZow",9,27
1504759583428040000,"An effective #rabies 🦠🐶 control strategy can only be achieved with a #OneHealth approach 🌎🌍🌏

By collaborating across sectors and coordinating strategies towards the same goal, countries can eliminate this #NeglectedTropicalDisease once and for all. https://t.co/YmIwVl6KKP",18,35
1504359621141610000,"While the risk of #birdflu 🦠🐔 transmission to humans remains low, sporadic #zoonotic infections remind us that the threat of an #influenza pandemic persists.

Using the #OneHealth approach, we’re working across sectors to remain prepared. LEARN MORE 👇 https://t.co/FPKxftXQfV",15,33
1499785117870570000,"This year’s 🦠 #birdflu 🦠 season has seen significant mortality in wild birds.

“The situation is unusual and alarming for #animalhealth,” OIE expert Dr Keith Hamilton tells us.

#Watch his full breakdown of the impact of the disease on wildlife and biodiversity. #OneHealth https://t.co/kfSeoxYSeN",11,21
1499076898395240000,"Tomorrow is #WorldWildlife day!

Join us for a special message from world renowned ethologist &amp; conservationist Jane Goodall during our webinars on “Global Wildlife Health”.

We can all play a role in protecting wildlife health &amp; achieving #OneHealth → https://t.co/hqwOOEMEvi https://t.co/5sVpFu9lm0",25,60
1498621900511190000,"What exactly is bird flu?

🦠🐥🦠🐥🦠🐥🦠🐥🦠🐥

#Watch disease expert David Swayne break down the differences between low and high pathogenicity #birdflu 🐔🐣, as well as the impacts on farmers 👩‍🌾👨‍🌾 and consumers 🍗🍗.

#OneHealth https://t.co/qpDa5P3RZN",16,43
1498342735111230000,"#AntiMicrobialResistance is a global threat to animals, humans &amp; the environment. In 2019, it has become the 3rd leading cause of human death.

We'll continue to reinforce efforts &amp; work with #OneHealth partners to fight one of the most pressing health issues of our time. #AMRSOS https://t.co/Kpm1EG0nd2",34,72
1496862595063720000,"Strengthened #biosecurity ☣️☣️☣️ measures equals: 

✅ Healthy poultry 

✅ Low risk of #avianinfluenza’s spread 

✅ Food safety and security 

✅ Sustained livelihoods 

#Biosecurity matters, period. LEARN MORE 👉 https://t.co/zN0NbBgPMu  

#OneHealth https://t.co/JKaQ15x9qY",20,36
1495710483449540000,"Are you interested in #wildlife health?

Take part in our #WorldWildlifeDay webinar on March 3rd! Whether you’re a university student or professional, join stakeholders from across sectors to address the future of wildlife health. #OneHealth

Learn more👉 https://t.co/evxho6DQIM https://t.co/khdkgt99RT",30,59
1493931202373650000,"The soil is living .Taking care of #MotherEarth begins with #regeneratingbiodiversity.Biodiversity in soils, plants &amp; our gut microbiome is a continuum #OneHealth  #RealFarmers growing #RealFood are Regenerators of #LivingSoil. #Healthysoils grow #HealthyPeople @JaneGoodallInst https://t.co/dEFy5U5Ai2",370,596
1489978286256050000,"#Antimicrobials 💉💉💉 can be lifesaving medicines for #animalhealth 🐷🐮🐔 and #humanhealth 🧑.

But they must be used prudently to prevent the threat of #AntiMicrobialResistance from impacting global health 🌎🌏🌍, and our future.

#OneHealth https://t.co/6kBuYNhzQd",22,59
1489890300969550000,"Antimicrobial 💉 agents are medicines used to treat infections of bacterial origin.

They’re crucial to protect human &amp; animal health &amp; welfare.

Misuse &amp; overuse results in disease-causing bacteria 🦠🦠 to become drug-resistant. LEARN MORE 👉 https://t.co/QX8iOjRt27

#OneHealth https://t.co/nD0vNAAEAQ",15,26
1489252515434490000,"🦠 #AntimicrobialResistance 🦠 continues to endanger animals, humans &amp; plants but we can all take part in the fight against it.

We’re calling on you, along with #OneHealth stakeholders, policymakers &amp; health professionals to be #AMR awareness champions! https://t.co/3wd1owHBHE",7,32
1488814518033650000,"💉 #Antimicrobials 💉 are a global public good.  
  
They’re essential for the health and welfare of animals 🐑, humans 🧑 and the environment 🍃.  
  
Let’s preserve their efficacy by using them 👍 responsibly and 👍 prudently! #OneHealth https://t.co/4HyAIp68cY",19,65
1488187226114740000,"An effective rabies control strategy can only be achieved with a #OneHealth approach 🌎🌍🌏

By collaborating across sectors and coordinating strategies towards the same goal, countries can eliminate this #NeglectedTropicalDisease once and for all. #WorldNTDDay https://t.co/sh5qBo9Z8l",16,49
1487372469598110000,"Rabies...

⭕still kills 59,000 yearly
⭕ends the life of 1 person every 9 minutes
⭕affects mostly children
⭕is present in 2/3 of countries worldwide

It’s also 100% preventable with #vaccination 💉. Don’t hesitate, vaccinate! #OneHealth

LEARN MORE 👉 https://t.co/N9cghZ7FVq https://t.co/teum1cfOK8",28,53
1485207130634340000,"Continued research, intensified surveillance &amp; #OneHealth investigations are needed to determine if animal-human transmission of #COVID19 is possible in other animal species.

We encourage countries to continue reporting SARS-CoV-2 outbreaks via OIE-WAHIS: https://t.co/uNgtHKcFhH https://t.co/EgKC4PjRWY",15,30
1484964124605960000,"By working together 🤝 to manage the wild boar 🐗 population, Veterinary Services, wildlife and forestry authorities can successfully prevent and control #AfricanSwineFever.

#OneHealth https://t.co/mV8nYVf6Th",19,70
1483801493992100000,"The 🌏🌍🌎 is more interconnected than ever.

In many countries including developed ones, #antimicrobial products 💊💉 are misused &amp; circulating without controls.

To protect their efficacy, we must implement a harmonised surveillance system to monitor them globally.

#OneHealth https://t.co/u1mnqFzcBL",12,36
1483469331379990000,"Antimicrobials:

⭕️protect animal health &amp; welfare
⭕️contribute to food safety
⭕️protect public health – more than 60% of infectious animal diseases are transmissible to humans.

Antimicrobials are a global public good, and protecting their efficacy remains crucial. #OneHealth https://t.co/aDk4HHpDpX",28,56
1483077709911760000,"The unprecedented nature of the #COVID19 pandemic have required innovative actions to tackle it. At a time when much work still needs to be undertaken to understand how the virus emerged, one certainly abides: joint work across sectors is key to respond to the crisis. #OneHealth https://t.co/Kf9pXcMCjz",13,24
1481703626250900000,"Breaking the parasites’ life cycle to interrupt transmission is essential, and the animal health sector is well positioned to take the lead in implementing control measures alongside the human health sector using a #OneHealth approach → https://t.co/xqcupiTSdb https://t.co/vLparexhpt",15,43
1476198844979460000,"The recent upsurge of avian influenza outbreaks calls for increased surveillance of wild birds and poultry and stricter biosecurity measures 🐔☣️.

Veterinary Services must also be prepared with multisectoral emergency plans and the resources to put them into action. #OneHealth https://t.co/ExyYOUsFtr",38,49
1475799495396970000,"At least 75% of emerging infectious diseases originate from animals. 
  
The sharing of expertise across sectors and involvement of the global veterinary community in emergency management plans are therefore needed more than ever before. 

#OneHealth #EpidemicPreparedness https://t.co/YWj3WZ95fV",40,86
1475474086507730000,"#COVID19 has shown the dire need for cross-sectoral collaboration and the sharing of expertise – isolated responses will not suffice. 

The #OneHealth approach is key to the implementation of such collaboration, including public–private partnerships 🤝

 #EpidemicPreparednessDay https://t.co/HWAWbMPpHb",25,66
1475430364361460000,"Today is the International Day of Epidemic Preparedness!

To effectively prevent and respond to epidemics, we need to have resilient and robust health systems. We must improve preparedness at local, national, regional and global levels. #OneHealth

#EpidemicPreparednessDay https://t.co/pqObPfdZFw",51,104
1474003136767580000,"We work closely with @WHO, @FAO &amp; others to develop global recommendations and the most appropriate strategies to tackle 🦠 rabies’ deadly impacts 🦠 on both humans &amp; animals. 

MORE on our collaborations to achieve #ZeroBy30 👉 https://t.co/ST7YVjFY8o

#OneHealth https://t.co/KQsj9gsO67",5,15
1473579172291300000,"🦠🐶Rabies 🐶🦠is a fatal disease that affects mammals, including humans.

When symptoms appear, it could be 1️⃣0️⃣0️⃣% fatal without access to proper treatment.

LEARN MORE about this deadly disease 👉 https://t.co/GYe5pVMCX7

#OneHealth https://t.co/QNradi1epf",27,47
1468880615210730000,"Today is #VeterinaryMedicineDay!

Thanks to all 👩‍⚕️vets 👨‍⚕️– they play a key role in the protection &amp; improvement of animal health &amp; welfare, from livestock 🐥, fish 🐟&amp; pets 🐶to wildlife 🦌. By protecting animal health, vets also protect people &amp; the environment. 

#OneHealth https://t.co/lesNi7Kd9K",79,154
1468550981453600000,"Protect poultry health &amp; welfare by strengthening #biosecurity ☣️!

Doing so avoids the further spread of 🦠 #avianinfluenza 🦠 from ravaging poultry populations 🐔🐤 &amp; secures food safety &amp; security, as well as livelihoods. LEARN MORE 👉 https://t.co/TGfwSj6bD4

#OneHealth https://t.co/03TjcXH97n",21,60
1467448711479540000,"🦠 New diseases 🦠 can often be linked to the negative impacts of human activities on the environment.

By improving the reporting &amp; analysis of wildlife health data 🦍🦇🐅, we can better understand wildlife disease emergence at the animal-human-environment interface.

#OneHealth https://t.co/LX8kPL3npR",45,98
1467192025225340000,"Wild animal species create balance in the ecosystems we depend on. Nevertheless, 3/4 of emerging diseases stem from wildlife. Investing resources into protecting wildlife and their habitats reduces risks of future disease spillovers to humans.

#WildlifeConservationDay #OneHealth https://t.co/307NS430ZU",28,64
1467097630551510000,"It’s #WildlifeConservationDay! 🦧🐳 🐝 

We depend on wild species and they depend on us. Bats and bees are major pollinators and are critical for safeguarding ecosystem health, benefitting the whole planet including humans and domesticated animals. #OneHealth https://t.co/CdyK2nPOKX",52,100
1466349081048010000,"How do we define #OneHealth?

An integrated, unifying approach that aims to sustainably balance &amp; optimise the health of people, animals &amp; ecosystems.

Read the full new definition by the One Health High-Level Expert Panel (OHHLEP) 👉 https://t.co/MHo7XXoDTK https://t.co/ZcvGu66N9W",60,103
1466008504666400000,"What is #OneHealth?

The One Health High Level Expert Panel has developed a new operational definition which aims to be comprehensive to promote a clear understanding and translation across sectors and areas of expertise.

LEARN MORE → https://t.co/MHo7XXoDTK https://t.co/kHb1hpoaBX",38,72
1465270573961990000,"As winter approaches, the risk of #avianinfluenza 🦠 spreading increases. Its further spread threatens poultry health 🐔, which can affect livelihoods &amp; #foodsecurity &amp; can pose a risk to #publichealth.  

Reporting outbreaks is key so preventive action can be taken.

#OneHealth https://t.co/M00NrRFiZk",29,54
1464602430604250000,"Using 💉 #antimicrobials 💉 responsibly and prudently = caring for animal health and welfare. 

Healthy animals secures food safety and security. CLICK HERE to learn more about our Standards on antimicrobial use in animals 👉 https://t.co/QX8iOjRt27

#OneHealth https://t.co/FmXIe6Ne4a",18,37
1464308044456780000,"Avian influenza 🐔🦠 is a very contagious disease which affects poultry, pet &amp; wild birds, &amp; occasionally, humans.

It can severely impact poultry farmers' livelihoods 🐥 &amp; international trade.

We’re working with #OneHealth partners to stop its spread → https://t.co/Qb92Bu82yN https://t.co/oPwv9E66cB",19,32
1463444806496140000,"Using 💉 antimicrobials 💉 responsibly and prudently in animal production = protecting animal health and welfare = providing safe food for the 🌎 world 🌍.

#WAAW2021 #OneHealth https://t.co/LETpIaOM1k",18,42
1462858489307480000,"To contribute to global efforts to fight pressing health issues like 🦠#AMR &amp; #COVID19 🦠, the Tripartite &amp; UN @UNEP will continue to work with &amp; involve relevant sectors.

#OneHealth remains a crucial step if we are to reduce the impacts of health threats.

#WAAW2021 https://t.co/J2nUs1XoqT",15,29
1462103499903280000,"💉#Antimicrobials 💉 are a global public good. 

They’re essential for the health and welfare of animals 🐑, humans 🧑 and the environment 🍃. 

Let’s preserve their efficacy by using them responsibly 👍 and prudently 👍! 

#WAAW2021 #OneHealth https://t.co/NNydIbmgDG",29,81
1461642934881820000,"Prescribe 💉 #antimicrobials 💉 responsibly!

Using them unnecessarily as a quick fix threatens to cause long-term consequences 🦠🦠🦠 not just for animal health but global health as a whole.

#WAAW2021 #OneHealth https://t.co/A5YaYgdY2d",20,49
1461318681439390000,"It’s #WAAW2021!

🦠 #AntimicrobialResistance 🦠 continues to endanger animals, humans &amp; plants but we can all take part in the fight against it.

We’re calling on you, along with #OneHealth stakeholders, policymakers &amp; health care providers to be #AMR awareness champions! https://t.co/GhPLJbVlFA",28,55
1461038958457020000,"🌎 World Antimicrobial Awareness Week 🌎 is almost here!

As we join forces to fight global threats like #COVID19 &amp; #climatechange, let’s not forget to also collaborate to fight #AntiMicrobialResistance 🦠.

Share how you handle #antimicrobials 💉 with care! #WAAW2021 #OneHealth https://t.co/0sVQAj0gWQ",23,58
1460959667224550000,"#Avianinfluenza’s spread 🐓🦠 can be prevented!

👩‍🌾Farmers must implement strict #biosecurity.
👨‍⚕️Vet Services must do regular monitoring of animals.
🧑‍💻Reporting to #OIEWAHIS needs to be common practice.

Everyone has a part to play to prevent the disease’s impacts. #OneHealth https://t.co/Qf4mdeY8SC",16,25
1460217272195290000,"⭕ Informing farmers on crucial vaccines for livestock &amp; aquatic animals
⭕ Ensuring responsible #antimicrobialuse
⭕ Encouraging governments to adopt standards on #foodsafety &amp; safe animal trade  

Animal health professionals contribute to ensuring safe food for all! #OneHealth https://t.co/wSZ6jDhTqY",23,48
1459463556970300000,"🦠 Zoonoses 🦠 cause MILLIONS of deaths &amp; economic losses every year &amp; know no borders.

We’re reinforcing collaborative work alongside @FAO, @WHO &amp; @UNEP to prevent &amp; control outbreaks of zoonotic diseases such as rabies 🐕, tuberculosis 🐄 &amp; Ebola 🦇. #OneHealth https://t.co/dRp55dNbM0",51,119
1459082290101950000,"Further reinforcing #OneHealth is one of our main priorities &amp; has been present in our efforts to address issues like #COVID19.

It's also relevant in tackling climate change.

One sector alone can't handle threats to animals, humans, the environment &amp; the economy. #COP26 https://t.co/saFjsYuHdT",7,36
1458884744314240000,"#DYK improved animal health can help us fight #climatechange? 

👊 ⛈️ ☀️ 🌩️ 🌊 👊

Healthier animals 🐮 🐷 🐣 are more productive and generate lower emissions per weight of product.

#OneHealth #COP26 https://t.co/JT5ffhsU0H",16,51
1458479667212690000,"How can countries prepare for bioterrorist ☣️ attacks? 

To better understand these threats, they must include stakeholders beyond the security sector, such as Vet Services 👩‍⚕️. We’re calling on world leaders to support multisectoral work in preparing for biothreats. 

#OneHealth https://t.co/UbvbhQPmwB",10,33
1458042950898830000,"☣️ Antimicrobial resistance (AMR)
☣️ Zoonoses
☣️ Foodborne diseases
☣️ Pathogens in wildlife

...all pose major challenges to #sustainability worldwide. Recognising the interdependence of environmental, animal and human health is a cornerstone of the #OneHealth approach. https://t.co/cQoPkSZjYR",37,91
1457679328150450000,"1.3 BILLION people depend on animals.    

We kept fighting 🦠 animal diseases 🦠 as some impact animal 🐷🐥, human 👪 &amp; environmental 🍃 health. 

Global 🌍 🌎 🌏 well-being is dependent on animal well-being. #OneHealthforAll #OneHealth 

LEARN MORE👇 https://t.co/4w15q6dSx7",25,58
1457046380925570000,"💊 Antimicrobials 💊 can be lifesaving medicines for animal health and human health. 

But they must be used ⭕ prudently and ⭕ responsibly to prevent the threat of 🦠#AntiMicrobialResistance 🦠 from impacting global health, and our future.

#OneHealth https://t.co/dkXvrZd0Zp",31,82
1456957039335430000,"Antimicrobial agents 💉 are medicines used to treat infections of bacterial 🦠origin. 

They’re essential to protect human &amp; animal health. 

Misuse &amp; overuse gives rise to resistant bacteria that don't respond to treatment. LEARN MORE 👉 https://t.co/QX8iOjRt27

#OneHealth https://t.co/J6OmkQlZKL",15,39
1456650023765250000,"Wildlife health is essential! 🐒 🦍 🐅 🦇 

75% of 🦠 emerging diseases 🦠 have an animal origin.

Keeping wild animals healthy prevents diseases that impact us on a devastating global 🌍 🌎 🌏 scale, therefore keeping everyone healthy. #OneHealth https://t.co/fuPTdF6WmN",30,64
1456594658310730000,"Animal health matters. 🐄 🐑 🦐

Optimal animal health means optimal global 🌍 🌎 🌏 health. Protecting animal health means protecting animal welfare, livelihoods, food security and food safety. 

Let’s not forget this simple fact. #OneHealth https://t.co/9LblkdhOCP",34,77
1456304001058840000,"🐮 Tuberculosis 
🐶 Rabies 
🦇 Ebola 
And more. 

What do these 🦠 animal diseases 🦠 have in common? They are all transmissible to humans, or more commonly known as zoonoses.

Efforts to tackle them must address the impacts on both animal &amp; human health. #OneHealth https://t.co/oE0RtWMdcv",53,117
1456232616336710000,"Being prepared &amp; knowing how to interact with them is crucial to protect their health &amp; welfare.

We call on researchers &amp; animal health professionals to handle animals with care with our guidelines 👉 https://t.co/dV5tbhlSYK

#OneHealth https://t.co/JGMH11tmrP",4,15
1456232264250140000,"🦠 Zoonoses 🦠 aren’t only a health risk for humans. We can also infect animals with certain harmful or fatal diseases.

Gorillas &amp; chimpanzees are particularly sensitive to human diseases, a major risk given their endangered species status.

#OneHealth https://t.co/q9MTwbfvYV",25,85
1455937825380110000,"⭕ QUIZ TIME ⭕

Zoonoses 🦠🦠🦠 are diseases that jump from animals to humans. Can humans also infect animals with diseases?

Let us know in the comments below!👇

#OneHealth https://t.co/D09sn34CLk",20,62
1455882664179900000,"What is #OneHealth 🌐? Remember Moussa? Meet him again &amp; find out!  

Like many others in the vet profession, we’re aiming to build the capacity of health professionals in engaging in collaborative, multisectoral work. LEARN MORE 👉  https://t.co/kuI5cHU2lQ

#OneHealthforAll https://t.co/gpiq6jOdnL",15,27
1455837195688980000,"It’s World #OneHealth Day! Let’s remember that:

🐮 Animal health matters. 🐮
🧑 Human health matters. 🧑
🍃 Environmental health matters. 🍃

One Health 🌐 is needed now to build a healthier, more #sustainable world. https://t.co/UHnNXVr5SR",67,135
1455599372390050000,"One of our main weapons to prevent future pandemics: the One Health approach. 

Various sectors working together — animal, human, environmental health and beyond — makes our efforts stronger. 

What does #OneHealth mean for you? LET US KNOW in the comments.👇 https://t.co/xY6BwPxz3n",32,96
1455510003893380000,"🐵 🐶 🐮 Animals
🙋 🙋‍♂️ 🙋‍♀️ Humans
🌱 🌲 🍃 The environment

For #OneHealth Day tomorrow, let's remember that we’re all connected - no one will be safe from health threats until everyone is safe. This is the essence of One Health. LEARN MORE 👉 https://t.co/a4MgvshyXW https://t.co/g9KCj5eoxu",23,73
1454391381263370000,"We must strengthen #OneHealth 🤝 💪 collaboration before the 🦠 next pandemic 🦠. 

The World Organisation for Animal Health is, more than ever, committed to contributing its animal health and welfare 🐒 🐕 🐄 🐖 🐐 🐓 🐠 expertise in tackling global 🌎 health risks. https://t.co/sdsS88awlx",36,84
1454032783140170000,"Rising #AntiMicrobialResistance 🦠 threatens our progress towards the #GlobalGoals.

Misuse &amp; overuse of #antimicrobials 💉 contributes to a rise in poverty &amp; food insecurity, which could affect animal &amp; human health &amp; well-being.

Handle antimicrobials with care! #OneHealth https://t.co/WPiXfXB8R1",10,29
1453648991535750000,"Animal health professionals can help build sustainable animal production systems that simultaneously respond to rising food demand &amp; contribute to development opportunities.

For #SustainabilityDay &amp; every day, we’re calling on the world 🌍 to invest in their work. #OneHealth https://t.co/byj5GGxGbl",14,39
1452973290121730000,"#AntiMicrobialResistance 🦠🚫 is considered one of our greatest health threats. 

It has severe impacts on: 

⭕ animal &amp; human lives 
⭕ food security &amp; safety 
⭕ livelihoods 

Multisectoral collaboration under #OneHealth is crucial to fight its multiple effects. https://t.co/nuqR5h9r5u",17,60
1452592026583720000,"When we protect animal health, we protect jobs &amp; food security for MILLIONS of families who depend on livestock 🐄 🐖 🐓 &amp; aquaculture 🐟 🐠 🐙. 

That’s why we’re collaborating across sectors to develop effective animal health policies that consider these impacts. #OneHealth https://t.co/XgGhPseedT",25,77
1451917581674240000,"🦠 Zoonotic diseases 🦠 like Ebola 🦇 spread between animals &amp; people. They cause MILLIONS of deaths &amp; economic losses every year &amp; know no borders 🌎 🌍 🌏. 

We’re working alongside @FAO &amp; @WHO to prevent &amp; control outbreaks → https://t.co/YzJAZjJBxy

#OneHealth https://t.co/BQBaB9aRzB",34,82
1450836711550880000,"Pathogens 🦠, invasive species 🦗, climate change 🌍, as well as the increasing movement of goods, animals &amp; people, put #biodiversity 🍃 at risk.

The #OneHealth alliance fosters the necessary intersectoral collaboration 🤝 to protect it.

LEARN MORE👇 https://t.co/kuI5cHU2lQ",13,34
1450759970660790000,"The veterinary sector 👨‍⚕️👩‍⚕️ has a crucial role in contributing to 🍃environmental protection 🍃:

🌳🌿 Supporting #biodiversity for healthier ecosystems 

🐮🐟 Maximising the resource efficiency of livestock &amp; aquaculture production 

🐝🦇 Protecting pollinators 

#OneHealth https://t.co/gUCEg5kERo",33,97
1448622195454920000,"Effective emergency management must engage the whole of society. 

With support from @CanadaFP, we’re working w/ @FAO &amp; @INTERPOL_CBRNE to help Members better prepare for &amp; manage hazards to prevent biological disasters. 

LEARN MORE 👉 https://t.co/hzRmgMxGzt

#DRRDay #OneHealth https://t.co/PJh5vM2vKg",12,31
1447819349511870000,"When we protect animal health, we protect jobs &amp; food security for MILLIONS of families who depend on livestock 🐄 🐖 🐓 &amp; aquaculture 🐟 🐙 🐠 .

That’s why we’re collaborating across sectors to develop effective animal health policies that consider these impacts. #OneHealth https://t.co/nD3dNl0ItF",23,59
1447498464162680000,"How does animal health impact the 🌎? 

👩‍🌾 Millions of families depend on livestock &amp; aquaculture production. 
🌿 Sustainable food production ensures ecosystems' resilience. 
🏥 Vet services can help manage antimicrobial resistance, food safety &amp; emerging diseases.

#OneHealth https://t.co/WeYpZUdQ71",30,75
1445363151520810000,"#WorldAnimalDay's over, but we’ll continue working with human, wildlife &amp; environmental health sectors to protect wild animals &amp; biodiversity to… 

⭕prevent disease emergence &amp; spread 
⭕preserve livelihoods  
⭕safeguard food security  
⭕fight climate change  

#OneHealth https://t.co/pwe6UcghS9",22,45
1445000756554260000,"🌍 🌎 🌏 Our World Animal Health Information System (OIE-WAHIS) helps veterinary professionals 👨‍⚕️👩‍⚕️ monitor the evolution of several animal diseases 🦠 &amp; supports their ability to protect animals, humans, &amp; the environment → https://t.co/S0HaKVCNXD 

#OneHealth #WorldAnimalDay https://t.co/OCYdOBfazJ",21,80
1444005418108390000,"By vaccinating 70% of the dogs where infection is still rife, rabies could be eliminated in dogs and the number of human cases would rapidly drop to almost zero. 

#OneHealth https://t.co/jjMpMeyn3X",10,25
1443966963949230000,"We work closely with @WHO, @FAO &amp; others to develop global recommendations &amp; the most appropriate strategies to tackle rabies’ deadly impacts on both humans &amp; animals. 

MORE on our collaborations to achieve #ZeroBy30 👉https://t.co/ST7YVjFY8o 

#OneHealth https://t.co/GkAD5uk3Zq",3,6
1443260551124120000,"Sarah, 6, was bitten by a rabid dog in the Philippines.

She fully recovered with post-exposure prophylaxis but rabies kills 200-300 Filipinos yearly. We’re supporting dog vaccination campaigns that can help eliminate it once &amp; for all. #OneHealth

MORE 👉 https://t.co/0vl5SOQhJh https://t.co/zSzKwpaqG8",3,23
1442822655388920000,"Rabies... 

🐶 still kills 59,000 yearly
🐶 ends the life of 1 person every 9 minutes
🐶 affects mostly children
🐶 is present in 2/3 of countries worldwide

It’s also 100% preventable with vaccination. Don’t hesitate, vaccinate! 

#WorldRabiesDay #OneHealth https://t.co/LkGxtpi8Ph",67,92
1442479758520960000,"The following actions are key:

⭕️minimise handling them as much as possible
⭕️assess if you can postpone working with them especially if you think you’re positive w/ COVID-19
⭕️protect by wearing gloves &amp; masks

Protecting wildlife health is essential for our health. #OneHealth https://t.co/w0UOvRTM2q",5,11
1440315704293540000,"Our #EBOSURSY Project is raising awareness on the importance of community-level surveillance of animal diseases in Africa &amp; researching  how humans &amp; animals interact &amp; share pathogens 🦠🦠🦠. MORE 👉 https://t.co/jyXn8KZfR9

#OneHealth 

📸 ©IRD/Pierre Becquart https://t.co/IYyfr1J3XS",2,7
1439994048463380000,"#OneHealth collaboration must be continued &amp; further strengthened before we’re plagued by another pandemic.

The World Organisation for Animal Health is more than ever, committed to contributing its expertise in efforts to build the approach.

MORE 👉 https://t.co/juLypIPCZ2 https://t.co/2Ej3C0y7z9",14,47
